rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
2672,잡지,japji,n.,noun,magazine,서점에서 잡지를 사요. — I’m buying a magazine at the bookstore.,52,0.97
2673,지원하다,jiwonhada,v.,verb,support,그 프로그램은 정부가 지원해. — The program is supported by the government.,52,0.75
2674,전통적,jeontongjeok,n.,noun,traditional,이 지역의 전통적 풍습이 무엇인가요? — What are the traditional customs in this region?,52,0.77
2675,서방,seobang,n.,noun,(the) West,서방 언론인들도 사건을 취재했습니다. — The Western journalists also covered the incident.,52,0.75
2676,랴/으랴,rya/eurya,e.,"ending, connective, final","CONNECTIVE, while",강의를 들으랴 아르바이트 하랴 바빠. — I’m busy attending lectures while also doing part-time work.,52,0.59
2677,발견되다,balgyeondoeda,v.,verb,be discovered,이상한 점이 발견되었다. — Something strange has been discovered.,52,0.91
2678,신용,sinyong,n.,noun,credit; confidence,신용이 떨어졌어요. — Confidence fell.,52,0.7
2679,집중,jipjung,n.,noun,"concentration, focus",대단한 집중이 필요하거든요. — A great deal of concentration is needed.,52,0.81
2680,영혼,yeonghon,n.,noun,"spirit, soul",영혼이 순수하다. — The soul is innocent.,52,0.97
2681,미스,miseu,n.,noun,Miss,미스 김도 곧 결혼한다는군. — I’ve heard that Miss Kim will get married soon.,52,0.77
2682,작전,jakjeon,n.,noun,"strategy, operation",우리의 작전이 성공했다. — Our strategy was successful.,52,0.96
2683,내버리다,naebeorida,v.,verb,"throw away, cast away",쓰레기를 내버렸어요. — I threw away the trash.,52,0.69
2684,뜰,tteul,n.,noun,"yard, garden",작은 뜰이 있다. — There is a small yard.,52,0.65
2685,좌우,jwau,n.,noun,left and right,아이는 좌우를 살피면서 길을 건넜다. — The child crossed the street looking left and right.,52,0.86
2686,공개,gonggae,n.,noun,"making public, publication",정부는 문서의 공개를 시행했다. — The government published the document.,51,0.68
2687,한때,hanttae,n.,noun,one-time,그 가수는 한때 유명했어. — The singer was once famous.,51,0.98
2688,철,cheol,n.,noun,"iron, steel",철 생산으로 유명한 지역이 어디지요? — What district is known for its iron production?,51,0.77
2689,교실,gyosil,n.,noun,classroom,교실에 아직 학생들이 있나요? — Are there still students in the classroom?,51,0.97
2690,소개,sogae,n.,noun,"introduction, presentation",돌아가면서 자기 소개를 합시다. — Let’s take turns doing self-introductions.,51,0.81
2691,고모,gomo,n.,noun,aunt,고모가 갑자기 오셨어. — My aunt suddenly came.,51,0.55
2692,젖,jeot,n.,noun,breast milk,아기가 젖을 먹고 있구나. — A baby is having breast milk.,51,0.78
2693,그림자,geurimja,n.,noun,shadow,민지는 그림자를 보았다. — Minji saw her shadow.,51,0.93
2694,손자,sonja,n.,noun,grandson,할아버지는 손자를 보고 싶어 하셨어. — Grandfather wanted to see his grandson.,51,0.67
2695,일본인,ilbonin,n.,noun,Japanese people,일본인들은 생선을 주로 먹습니까? — Do the Japanese people eat mainly fish?,51,0.94
2696,백화점,baekhwajeom,n.,noun,department store,백화점에서 운동화를 하나 샀다. — I bought a pair of sneakers in a department store.,51,0.82
2697,서너,seoneo,adn.,adnominal,"three or four, three to four",서너 편의 독립 영화가 상영될 예정이다. — Three or four independent films are scheduled to play.,51,0.76
2698,둘러보다,dulleoboda,v.,verb,"look around, browse","주위를 둘러보면 아무도 없어요. — As we look around, there’s nobody.",51,0.84
2699,술집,suljip,n.,noun,"bar, pub",친구들이 술집에 모여 있다. — The friends are together at the bar.,51,0.84
2700,곰,gom,n.,noun,bear,곰이 나타날지도 몰라. — A bear might appear.,51,0.68
2701,신화,sinhwa,n.,noun,myth,"이 이야기는 그리스 신화에도 나온다. — It appears in the Greek myths, also.",51,0.86
2702,통,tong,n.,noun,"container, bucket",쓰레기는 저기 통에 버리세요. — Throw away the trash in the container over there.,51,0.78
2703,확실히,hwaksilhi,adv.,adverb,"certainly, definitely",확실히 말씀해 주세요. — Please tell me for certain.,51,0.87
2704,비율,biyul,n.,noun,"ratio, proportion",설탕과 커피의 비율이 알맞다. — The ratio of sugar to coffee is right.,51,0.75
2705,빨래,ppallae,n.,noun,laundry,빨래가 끝났다. — The laundry has been finished.,51,0.58
2706,시점,sijeom,n.,noun,"time, point of time","그 시점에서 계획을 바꾸었지. — At that point in time, we changed the plan.",51,0.84
2707,국장,gukjang,n.,noun,"director, manager",국장이 바뀔 겁니다. — The director of the department will change.,51,0.86
2708,깨지다,kkaejida,v.,verb,"break, smash, shatter",유리잔이 깨졌네. — The glass was broken.,51,0.78
2709,화장실,hwajangsil,n.,noun,"restroom, bathroom",화장실이 어딥니까? — Where is the restroom?,51,0.9
2710,두렵다,duryeopda,a.,adjective,afraid,나는 두렵지 않아. — I am not afraid.,51,0.94
2711,전달하다,jeondalhada,v.,verb,"deliver, transfer",소년은 선물을 전달했다. — The boy delivered a gift.,51,0.89
2712,인터뷰,inteobyu,n.,noun,interview,여배우와의 인터뷰가 시작되었어요. — An interview with an actress started.,51,0.67
2713,시원하다,siwonhada,a.,adjective,cool,바람이 참 시원하네. — The wind is really quite cool.,51,0.9
2714,살아오다,saraoda,v.,verb,live,우리는 행복하게 살아왔지. — We have lived together happily.,51,0.96
2715,처,cheo,n.,noun,wife,그는 자신의 처를 소개했다. — He introduced his wife.,51,0.58
2716,수행하다,suhaenghada,v.,verb,"perform, fulfill",그들은 작전을 수행했다. — They performed military operations.,51,0.86
2717,엎드리다,eopdeurida,v.,verb,"lie face down, prostrate oneself",우리는 바닥에 엎드렸다. — We lay face down on the floor.,51,0.77
2718,역,yeok,n.,noun,station,지하철 역은 저기 있어요. — The subway station is over there.,51,0.95
2719,뻗다,ppeotda,v.,verb,"reach, stretch out; extend",손을 뻗어 봐. — Stretch out your hands.,51,0.92
2720,버티다,beotida,v.,verb,"endure, last",그는 혼자서 꿋꿋이 버텼다. — He endured it alone with strength.,51,0.94
2721,일대,ildae,n.,noun,whole area,부산 일대에 바람이 강하다. — The wind is strong in the entire Busan area.,51,0.95
2722,압력,amnyeok,n.,noun,pressure,압력이 높았다. — The pressure was high.,51,0.86
2723,센터,senteo,n.,noun,center,주민 센터에서 전화가 왔다. — There was a call from the resident center.,51,0.64
2724,고개,gogae,n.,noun,"hill; pass; summit, crest",두 사람은 고개를 넘었다. — The two people went over the hill.,50,0.49
2725,주소,juso,n.,noun,address,주소가 바뀌었지. — The address has changed.,50,0.74
2726,부처,bucheo,n.,noun,governmental department,정부 부처 간의 협조가 필요하다. — Cooperation among governmental departments is needed.,50,0.77
2727,물가,mulga,n.,noun,price,물가가 좀 내리나 보다. — The prices seem to be going down.,50,0.76
2728,진리,jinri,n.,noun,truth,학자는 진리를 추구한다. — A scholar pursues the truth.,50,0.81
2729,빵,ppang,n.,noun,bread,나는 아침에 빵을 먹습니다. — I eat bread in the morning.,50,0.79
2730,단순히,dansunhi,adv.,adverb,simply,단순히 생각하세요. — Think simply.,50,0.92
2731,인민,inmin,n.,noun,people,그들은 인민을 괴롭혔다. — They harassed the people.,50,0.98
2732,귀하다,gwihada,a.,adjective,"precious, valuable","가뭄으로 물이 더 귀해. — Because of a drought, water is more precious.",50,0.8
2733,확인,hwagin,n.,noun,"confirmation, verification",직원이 주소 확인을 부탁했어요. — The employee asked for confirmation of the address.,50,0.91
2734,아니,ani,adv.,adverb,not,눈물을 아니 흘릴 것이다. — I won’t shed tears.,50,0.66
2735,불빛,bulbit,n.,noun,light,불빛이 아직 환하구나. — The lights still shine.,50,0.75
2736,이용,iyong,n.,noun,"use, taking advantage of",대중 교통의 이용이 편리해졌다. — It’s become convenient to use public transportation.,50,0.81
2737,푸다,puda,v.,verb,draw up; ladle; scoop out,우물에서 물을 푸세요. — Draw up some water from a well.,50,0.49
2738,경찰서,gyeongchalseo,n.,noun,police station,경찰서에서 전화가 왔다. — There was a call from a police station.,50,0.91
2739,사물,samul,n.,noun,"object, thing, matter",사물이 훨씬 잘 보이더군요. — Objects are very clearly visible.,50,0.78
2740,저러다,jeoreoda,v.,verb,do so,저러다 모두가 병이 나겠어요. — Everyone may get sick while doing that.,50,0.52
2741,진정하다,jinjeonghada,a.,adjective,calm down,이제 진정하세요. — Please calm down.,50,0.94
2742,빚,bit,n.,noun,debt,"날이 갈수록 빚이 늘었지. — As days go by, the debt increases.",50,0.82
2743,굳이,guji,adv.,adverb,obstinately,이 비 속에 굳이 가시겠어요? — s. you would rather go in all this rain?,50,0.95
2744,훔치다,humchida,v.,verb,steal,도둑은 자전거를 훔쳤다. — The thief stole a bicycle.,50,0.81
2745,법률,beomnyul,n.,noun,"law, act, legislation",관련 법률은 알고 계세요? — Do you know the related laws?,50,0.86
2746,북쪽,bukjjok,n.,noun,north,그는 북쪽에 가족이 있다. — He has family in the north.,50,0.97
2747,협정,hyeopjeong,n.,noun,"agreement, treaty",아무도 협정의 내용을 몰랐어. — Nobody knew the content of the agreement.,50,0.73
2748,회복,hoebok,n.,noun,recovery,회복이 남보다 훨씬 빠르세요. — Your recovery is much faster than others.,50,0.84
2749,간,gan,n.,noun,liver,간은 중요한 인체 기관이다. — The liver is an important organ of the human body.,50,0.78
2750,욕망,yongmang,n.,noun,desire,인간의 욕망은 끝이 없다. — Human desire is limitless.,50,0.93
2751,연결되다,yeongyeoldoeda,v.,verb,be connected,경찰은 그와 연결된 사람들을 찾고 있다. — The police are looking for people who are connected to him.,50,0.92
2752,공포,gongpo,n.,noun,"horror, terror",사람들이 모두 공포에 질렸다. — People were filled with a sense of horror.,50,1.0
2753,섞이다,seokkida,v.,verb,mix; be mixed,물과 기름은 잘 섞이지 못하는 게야. — Water and oil don’t mix well.,50,0.97
2754,거칠다,geochilda,a.,adjective,rough,말과 행동이 거칠군. — The language and behavior is rough.,50,0.96
2755,한꺼번에,hankkeobeone,adv.,adverb,"at once, at the same time",학생들이 한꺼번에 학교 밖으로 나오고 있었다. — Students are getting out of school at the same time.,50,0.93
2756,둘러싸다,dulleossada,v.,verb,"surround, besiege",그를 둘러싼 소문들이 많아요. — There are s. many rumors surrounding him.,50,0.85
2757,신부,sinbu,n.,noun,"priest, Father",신부는 홀로 기도하고 있었다. — The priest was praying alone.,50,0.97
2758,전제,jeonje,n.,noun,"premise, presupposition",뭘 전제로 그렇게 말해? — On what grounds do you say this?,50,0.87
2759,투,tu,n.b.,noun (bound),"manner, tone",그는 화난 투로 말했어. — He spoke in an angry tone.,50,0.77
2760,총,chong,adn.,adnominal,"total, entire, overall",총 열 명이 모임에 참석했습니다. — All ten people attended the meeting.,50,0.84
2761,늘리다,neullida,v.,verb,increase; expand; lengthen,우리는 인원을 늘렸어요. — We increased the number of people.,50,0.76
2762,식품,sikpum,n.,noun,"food, grocery",어떤 식품이 건강에 좋을까요? — What kind of food is good for your health?,50,0.81
2763,기둥,gidung,n.,noun,"pillar, column",이 건물에는 기둥이 많이 없네요. — This building does not have many pillars.,50,0.83
2764,국민학교,gungminhakgyo,n.,noun,elementary school (old),"옛날에는 초등학교를 국민학교라고 했지. — In the old days, elementary school was called national school.",50,0.93
2765,씨,ssi,n.,noun,"seed, pit",사과 씨는 먹지 마세요. — Do not eat the seed of an apple.,50,0.65
2766,게,ge,n.,noun,crab,게가 많이 잡혀. — Crabs are often caught.,50,0.65
2767,그야말로,geuyamallo,adv.,adverb,"really, indeed, literally",그야말로 기적이다. — It’s a miracle indeed.,50,0.91
2768,덧붙이다,deotbuchida,v.,verb,add,문서 뒤에 색인을 덧붙였다. — I added an index at the end of the document.,50,0.9
2769,죄송하다,joesonghada,a.,adjective,sorry,죄송합니다. — I’m sorry.,50,0.65
2770,보따리,bottari,n.,noun,"pack, bundle, package",할머니는 보따리를 안고 계셨다. — Grandmother was holding a package.,50,0.56
2771,다치다,dachida,v.,verb,"hurt, be wounded",아무도 다치지 않았어요. — Nobody got hurt.,50,0.87
2772,잊어버리다,ijeobeorida,v.,verb,forget,민서는 그와의 약속을 잊어버렸어요. — Minseo forgot the promise made to him.,50,0.77
2773,문화적,munhwajeok,n.,noun,cultural,문화적 행사가 많습니다. — There are many cultural events.,49,0.77
2774,팔리다,pallida,v.,verb,sell,이것이 잘 팔리는 상품입니다. — This is a product that sells well.,49,0.91
2775,중얼거리다,jungeolgeorida,v.,verb,"mutter, mumble",민준은 혼잣말을 중얼거렸어. — Minjun mumbled to himself.,49,0.6
2776,인식하다,insikada,v.,verb,"recognize, realize",민준은 자신의 상태를 인식하지 못했다. — Minjun didn’t realize the state he was in.,49,0.86
2777,발음,bareum,n.,noun,"pronunciation, articulation",아기의 발음이 부정확하구나. — The baby’s pronunciation is unclear.,49,0.59
2778,파도,pado,n.,noun,wave,파도가 거세지는 않구나. — The waves are not strong.,49,0.89
